AlertID,CardHolderId,CardNumber,ExpirationDate,TransactionID,TransactionChannel,AmountUSD,MerchantName,EmailID,Location,IP,FraudAlertReason,RiskScore,Status
AL4351,KL111,xxxx-xxxx-xxxx-1111,10/2029,ILB041,Online,0,British Airways,tuvwxyza@web.info,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,93,Escalated
AL4352,MN222,xxxx-xxxx-xxxx-2222,05/2031,RDG159,Subscription,234.56,Jaguar Land Rover,bcdefghijk@domain.co.uk,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL4353,OP333,xxxx-xxxx-xxxx-3333,12/2023,VYB323,Telephone,18000,Next Plc,lmnopqrstu@example.com,"Nottingham, UK",104.248.169.251,High amount,88,Resolved
AL4354,QR444,xxxx-xxxx-xxxx-4444,07/2029,JKM243,In store,1.23,Marks & Spencer,vwxyzabcdef@test.org,"Sydney, Australia",134.238.184.178,Foreign IP,11,Fraud Detected
AL4355,ST555,xxxx-xxxx-xxxx-5555,01/2033,DYG685,POS,0,JD Sports,ghijklmnopqrst@mail.net,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,97,Escalated
AL4356,UV666,xxxx-xxxx-xxxx-6666,08/2027,RTB805,ATM,567.89,Greggs,uvwxyzabcdefg@web.info,"Coventry, UK",185.220.100.240,No shopping history,44,Closed
AL4357,WX777,xxxx-xxxx-xxxx-7777,03/2030,BPE970,Wallet,19000,Whitbread,hijklmnopqrs@domain.co.uk,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL4358,YZ888,xxxx-xxxx-xxxx-8888,10/2029,TWR444,Online,9.87,WPP,tuvwxyza@example.com,"Rome, Italy",192.42.116.198,Low value foreign,15,Fraud Detected
AL4359,AB999,xxxx-xxxx-xxxx-9999,05/2031,JXP659,Subscription,0,Sage Group,bcdefghijk@test.org,"London, UK",72.217.36.105,Suspicious zero amount attempt,90,Escalated
AL4360,CD000,xxxx-xxxx-xxxx-0000,12/2023,MJA534,Telephone,234.56,Experian,lmnopqrstu@mail.net,"Edinburgh, UK",107.189.8.56,Compromised card,55,Under Review
AL4361,EF111,xxxx-xxxx-xxxx-1111,07/2029,KIU383,In store,14000,Persimmon,vwxyzabcdef@web.info,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL4362,GH222,xxxx-xxxx-xxxx-2222,01/2033,DJO953,POS,1.23,Taylor Wimpey,ghijklmnopqrst@domain.co.uk,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL4363,IJ333,xxxx-xxxx-xxxx-3333,08/2027,HKQ087,ATM,0,Barratt Developments,uvwxyzabcdefg@example.com,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,94,Escalated
AL4364,KL444,xxxx-xxxx-xxxx-4444,03/2030,IJR582,Wallet,567.89,Kingfisher Plc,hijklmnopqrs@test.org,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,61,Investigating
AL4365,MN555,xxxx-xxxx-xxxx-5555,10/2029,NNA573,Online,16000,Standard Chartered,tuvwxyza@mail.net,"Nottingham, UK",185.220.100.240,High amount,86,Resolved
AL4366,OP666,xxxx-xxxx-xxxx-6666,05/2031,XIL894,Subscription,9.87,NatWest Group,bcdefghijk@web.info,"Rome, Italy",185.220.101.7,Low value foreign,12,Fraud Detected
AL4367,QR777,xxxx-xxxx-xxxx-7777,12/2023,CSI835,Telephone,0,Legal & General,lmnopqrstu@domain.co.uk,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,91,Escalated
AL4368,ST888,xxxx-xxxx-xxxx-8888,07/2029,UUE273,In store,234.56,Prudential Plc,vwxyzabcdef@example.com,"Coventry, UK",72.217.36.105,No shopping history,38,Cleared
AL4369,UV999,xxxx-xxxx-xxxx-9999,01/2033,QPH986,POS,18000,Aviva,ghijklmnopqrst@test.org,"Liverpool, UK",107.189.8.56,High amount,85,Action Required
AL4370,WX000,xxxx-xxxx-xxxx-0000,08/2027,YVO712,ATM,1.23,RSA Insurance Group,uvwxyzabcdefg@mail.net,"Sydney, Australia",104.135.196.55,Foreign location,10,Fraud Detected
AL4371,YZ111,xxxx-xxxx-xxxx-1111,03/2030,YDN662,Wallet,0,Centrica,hijklmnopqrs@web.info,"London, UK",104.248.169.251,Suspicious zero amount attempt,96,Escalated
AL4372,AB234,xxxx-xxxx-xxxx-2345,10/2029,KQD139,Online,567.89,SSE,tuvwxyza@domain.co.uk,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,64,Investigating
AL4373,CD567,xxxx-xxxx-xxxx-5678,05/2031,JNJ943,Subscription,19000,National Express,bcdefghijk@example.com,"Bristol, UK",136.226.102.90,High amount,89,Action Required
AL4374,EF890,xxxx-xxxx-xxxx-8901,12/2023,VVU618,Telephone,9.87,Go-Ahead Group,lmnopqrstu@test.org,"Rome, Italy",185.220.100.240,Low value foreign,19,Fraud Detected
AL4375,GH123,xxxx-xxxx-xxxx-1234,07/2029,CEN825,In store,0,Stagecoach Group,vwxyzabcdef@mail.net,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,97,Escalated
AL4376,IJ456,xxxx-xxxx-xxxx-4567,01/2033,YLG950,POS,234.56,FirstGroup,ghijklmnopqrst@domain.co.uk,"Birmingham, UK",192.42.116.198,No shopping history,43,Cleared
AL4377,KL789,xxxx-xxxx-xxxx-7890,08/2027,NCZ756,ATM,14000,SSP Group,uvwxyzabcdefg@example.com,"Nottingham, UK",72.217.36.105,High amount,82,Under Review
AL4378,MN012,xxxx-xxxx-xxxx-0123,03/2030,MHD248,Wallet,1.23,Mitchells & Butlers,hijklmnopqrs@test.org,"Lagos, Nigeria",107.189.8.56,Foreign IP,10,Fraud Detected
AL4379,OP345,xxxx-xxxx-xxxx-3456,10/2029,FCF240,Online,0,Domino's Pizza Group,tuvwxyza@mail.net,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,91,Escalated
AL4380,QR678,xxxx-xxxx-xxxx-6789,05/2031,EQI552,Subscription,567.89,Just Eat Takeaway,bcdefghijk@web.info,"Coventry, UK",104.248.169.251,Compromised card,53,Under Review
AL4381,ST901,xxxx-xxxx-xxxx-9012,12/2023,HBJ430,Telephone,16000,Deliveroo,lmnopqrstu@domain.co.uk,"Liverpool, UK",134.238.184.178,High amount,86,Resolved
AL4382,UV234,xxxx-xxxx-xxxx-2345,07/2029,OHD261,In store,9.87,Ocado Group,vwxyzabcdef@example.com,"Rome, Italy",136.226.102.90,Low value foreign,14,Fraud Detected
AL4383,WX567,xxxx-xxxx-xxxx-5678,01/2033,ZFE261,POS,0,ASOS,ghijklmnopqrst@test.org,"London, UK",185.220.100.240,Suspicious zero amount attempt,95,Escalated
AL4384,YZ890,xxxx-xxxx-xxxx-8901,08/2027,ARE237,ATM,234.56,Boohoo Group,uvwxyzabcdefg@mail.net,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,61,Investigating
AL4385,AB111,xxxx-xxxx-xxxx-1111,03/2030,CSN152,Wallet,18000,Hargreaves Lansdown,hijklmnopqrs@web.info,"Bristol, UK",192.42.116.198,High amount,87,Action Required
AL4386,CD222,xxxx-xxxx-xxxx-2222,10/2029,BGN238,Online,1.23,Abrdn,tuvwxyza@domain.co.uk,"Sydney, Australia",72.217.36.105,Foreign location,11,Fraud Detected
AL4387,EF333,xxxx-xxxx-xxxx-3333,05/2031,YHP275,Subscription,0,M&G Plc,bcdefghijk@example.com,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,98,Escalated
AL4388,GH444,xxxx-xxxx-xxxx-4444,12/2023,NAN129,Telephone,567.89,Phoenix Group Holdings,lmnopqrstu@test.org,"Birmingham, UK",104.135.196.55,No shopping history,40,Closed
AL4389,IJ555,xxxx-xxxx-xxxx-5555,07/2029,WGB044,In store,19000,Intermediate Capital Group,vwxyzabcdef@mail.net,"Nottingham, UK",104.248.169.251,High amount,84,Action Required
AL4390,KL666,xxxx-xxxx-xxxx-6666,01/2033,ONS235,POS,9.87,Schroders,ghijklmnopqrst@web.info,"Rome, Italy",134.238.184.178,Low value foreign,15,Fraud Detected
AL4391,MN777,xxxx-xxxx-xxxx-7777,08/2027,BOO425,ATM,0,F&C Investment Trust,uvwxyzabcdefg@domain.co.uk,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,90,Escalated
AL4392,OP888,xxxx-xxxx-xxxx-8888,03/2030,SNK813,Wallet,234.56,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Coventry, UK",185.220.100.240,Abnormal spending pattern,62,Investigating
AL4393,QR999,xxxx-xxxx-xxxx-9999,10/2029,WMB343,Online,14000,Alliance Trust,tuvwxyza@test.org,"Liverpool, UK",185.220.101.7,High amount,85,Resolved
AL4394,ST000,xxxx-xxxx-xxxx-0000,05/2031,BCJ217,Subscription,1.23,Tesco,bcdefghijk@mail.net,"Lagos, Nigeria",192.42.116.198,Foreign IP,10,Fraud Detected
AL4395,UV121,xxxx-xxxx-xxxx-1212,12/2023,KUG311,Telephone,0,Sainsbury's,lmnopqrstu@web.info,"London, UK",72.217.36.105,Suspicious zero amount attempt,96,Escalated
AL4396,WX343,xxxx-xxxx-xxxx-3434,07/2029,XNH943,In store,567.89,Barclays,vwxyzabcdef@domain.co.uk,"Edinburgh, UK",107.189.8.56,Compromised card,54,Under Review
AL4397,YZ565,xxxx-xxxx-xxxx-5656,01/2033,YYK329,POS,16000,Lloyds Bank,ghijklmnopqrst@example.com,"Bristol, UK",104.135.196.55,High amount,81,Investigating
AL4398,AB787,xxxx-xxxx-xxxx-7878,08/2027,YSI743,ATM,9.87,HSBC,uvwxyzabcdefg@test.org,"Rome, Italy",104.248.169.251,Low value foreign,12,Fraud Detected
AL4399,CD909,xxxx-xxxx-xxxx-9090,03/2030,PFS211,Wallet,0,BT Group,hijklmnopqrs@mail.net,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,93,Escalated
AL4400,EF131,xxxx-xxxx-xxxx-1313,10/2029,PPP792,Online,234.56,Vodafone,tuvwxyza@web.info,"Birmingham, UK",136.226.102.90,No shopping history,39,Cleared
AL4401,GH353,xxxx-xxxx-xxxx-3535,05/2031,WOH769,Subscription,18000,BP,bcdefghijk@domain.co.uk,"Nottingham, UK",185.220.100.240,High amount,88,Resolved
AL4402,IJ575,xxxx-xxxx-xxxx-5757,12/2023,VYI121,Telephone,1.23,Shell,lmnopqrstu@example.com,"Sydney, Australia",185.220.101.7,Foreign location,11,Fraud Detected
AL4403,KL797,xxxx-xxxx-xxxx-7979,07/2029,FVL091,In store,0,Unilever,vwxyzabcdef@test.org,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,97,Escalated
AL4404,MN919,xxxx-xxxx-xxxx-9191,01/2033,FEB730,POS,567.89,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Coventry, UK",72.217.36.105,Compromised card,56,Under Review
AL4405,OP101,xxxx-xxxx-xxxx-1010,08/2027,HPB193,ATM,19000,AstraZeneca,uvwxyzabcdefg@web.info,"Liverpool, UK",107.189.8.56,High amount,84,Action Required
AL4406,QR323,xxxx-xxxx-xxxx-3232,03/2030,XVU846,Wallet,9.87,Rio Tinto,hijklmnopqrs@domain.co.uk,"Rome, Italy",104.135.196.55,Low value foreign,15,Fraud Detected
AL4407,ST545,xxxx-xxxx-xxxx-5454,10/2029,XON447,Online,0,BHP Group,tuvwxyza@example.com,"London, UK",104.248.169.251,Suspicious zero amount attempt,90,Escalated
AL4408,UV767,xxxx-xxxx-xxxx-7676,05/2031,ZFC680,Subscription,234.56,Diageo,bcdefghijk@test.org,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,62,Investigating
AL4409,WX989,xxxx-xxxx-xxxx-9898,12/2023,UEP109,Telephone,14000,Reckitt Benckiser,lmnopqrstu@mail.net,"Bristol, UK",136.226.102.90,High amount,85,Resolved
AL4410,YZ000,xxxx-xxxx-xxxx-0000,07/2029,EMV723,In store,1.23,London Stock Exchange,vwxyzabcdef@web.info,"Milan, Italy",185.220.100.240,Low value foreign,10,Fraud Detected
AL4411,AB222,xxxx-xxxx-xxxx-2222,01/2033,POM387,POS,0,National Grid,ghijklmnopqrst@domain.co.uk,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,96,Escalated
AL4412,CD444,xxxx-xxxx-xxxx-4444,08/2027,SIY672,ATM,567.89,Severn Trent,uvwxyzabcdefg@example.com,"Birmingham, UK",192.42.116.198,No shopping history,44,Closed
AL4413,EF666,xxxx-xxxx-xxxx-6666,03/2030,PFA668,Wallet,16000,United Utilities,hijklmnopqrs@test.org,"Nottingham, UK",72.217.36.105,High amount,81,Investigating
AL4414,GH888,xxxx-xxxx-xxxx-8888,10/2029,AWO339,Online,9.87,Rolls-Royce,tuvwxyza@mail.net,"Rome, Italy",107.189.8.56,Low value foreign,12,Fraud Detected
AL4415,IJ000,xxxx-xxxx-xxxx-0000,05/2031,PQK189,Subscription,0,BAE Systems,bcdefghijk@web.info,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,93,Escalated
AL4416,KL111,xxxx-xxxx-xxxx-1111,12/2023,HGA337,Telephone,234.56,ITV,lmnopqrstu@domain.co.uk,"Coventry, UK",104.248.169.251,Compromised card,55,Under Review
AL4417,MN222,xxxx-xxxx-xxxx-2222,07/2029,WFI683,In store,18000,BBC Studios,vwxyzabcdef@example.com,"Liverpool, UK",134.238.184.178,High amount,89,Action Required
AL4418,OP333,xxxx-xxxx-xxxx-3333,01/2033,QZP673,POS,1.23,Royal Mail,ghijklmnopqrst@test.org,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL4419,QR444,xxxx-xxxx-xxxx-4444,08/2027,ZYW367,ATM,0,EasyJet,uvwxyzabcdefg@mail.net,"London, UK",185.220.100.240,Suspicious zero amount attempt,97,Escalated
AL4420,ST555,xxxx-xxxx-xxxx-5555,03/2030,KHG241,Wallet,567.89,Ryanair,hijklmnopqrs@web.info,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,63,Under Review
AL4421,UV666,xxxx-xxxx-xxxx-6666,10/2029,FLN468,Online,19000,British Airways,tuvwxyza@domain.co.uk,"Bristol, UK",192.42.116.198,High amount,84,Action Required
AL4422,WX777,xxxx-xxxx-xxxx-7777,05/2031,YLZ580,Subscription,9.87,Jaguar Land Rover,bcdefghijk@example.com,"Rome, Italy",72.217.36.105,Low value foreign,15,Fraud Detected
AL4423,YZ888,xxxx-xxxx-xxxx-8888,12/2023,FJR883,Telephone,0,Next Plc,lmnopqrstu@test.org,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,90,Escalated
AL4424,AB999,xxxx-xxxx-xxxx-9999,07/2029,BWK124,In store,234.56,Marks & Spencer,vwxyzabcdef@mail.net,"Birmingham, UK",104.135.196.55,No shopping history,41,Closed
AL4425,CD000,xxxx-xxxx-xxxx-0000,01/2033,FTS121,POS,14000,JD Sports,ghijklmnopqrst@web.info,"Nottingham, UK",104.248.169.251,High amount,85,Resolved
AL4426,EF111,xxxx-xxxx-xxxx-1111,08/2027,UXK265,ATM,1.23,Greggs,uvwxyzabcdefg@domain.co.uk,"Sydney, Australia",134.238.184.178,Foreign IP,10,Fraud Detected
AL4427,GH222,xxxx-xxxx-xxxx-2222,03/2030,CEL923,Wallet,0,Whitbread,hijklmnopqrs@example.com,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,96,Escalated
AL4428,IJ333,xxxx-xxxx-xxxx-3333,10/2029,JIL818,Online,567.89,WPP,tuvwxyza@test.org,"Coventry, UK",185.220.100.240,Abnormal spending pattern,64,Investigating
AL4429,KL444,xxxx-xxxx-xxxx-4444,05/2031,GHM480,Subscription,16000,Sage Group,bcdefghijk@mail.net,"Liverpool, UK",185.220.101.7,High amount,81,Under Review
AL4430,MN555,xxxx-xxxx-xxxx-5555,12/2023,IJA836,Telephone,9.87,Experian,lmnopqrstu@web.info,"Rome, Italy",192.42.116.198,Low value foreign,19,Fraud Detected
AL4431,OP666,xxxx-xxxx-xxxx-6666,07/2029,KJO199,In store,0,Persimmon,vwxyzabcdef@domain.co.uk,"London, UK",72.217.36.105,Suspicious zero amount attempt,97,Escalated
AL4432,QR777,xxxx-xxxx-xxxx-7777,01/2033,NPJ164,POS,234.56,Taylor Wimpey,ghijklmnopqrst@example.com,"Edinburgh, UK",107.189.8.56,Compromised card,50,Investigating
AL4433,ST888,xxxx-xxxx-xxxx-8888,08/2027,ANM265,ATM,18000,Barratt Developments,uvwxyzabcdefg@test.org,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL4434,UV999,xxxx-xxxx-xxxx-9999,03/2030,OMJ320,Wallet,1.23,Kingfisher Plc,hijklmnopqrs@mail.net,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL4435,WX000,xxxx-xxxx-xxxx-0000,10/2029,DUE646,Online,0,Standard Chartered,tuvwxyza@web.info,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,94,Escalated
AL4436,YZ111,xxxx-xxxx-xxxx-1111,05/2031,ZAB430,Subscription,567.89,NatWest Group,bcdefghijk@domain.co.uk,"Birmingham, UK",136.226.102.90,No shopping history,42,Closed
AL4437,AB234,xxxx-xxxx-xxxx-2345,12/2023,YUL610,Telephone,19000,Legal & General,lmnopqrstu@example.com,"Nottingham, UK",185.220.100.240,High amount,85,Resolved
AL4438,CD567,xxxx-xxxx-xxxx-5678,07/2029,ESW853,In store,9.87,Prudential Plc,vwxyzabcdef@test.org,"Rome, Italy",185.220.101.7,Low value foreign,14,Fraud Detected
AL4439,EF890,xxxx-xxxx-xxxx-8901,01/2033,SFI895,POS,0,Aviva,ghijklmnopqrst@mail.net,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,95,Escalated
AL4440,GH123,xxxx-xxxx-xxxx-1234,08/2027,PCW262,ATM,234.56,RSA Insurance Group,uvwxyzabcdefg@web.info,"Coventry, UK",72.217.36.105,Abnormal spending pattern,63,Under Review
AL4441,IJ456,xxxx-xxxx-xxxx-4567,03/2030,DAI331,Wallet,14000,Centrica,hijklmnopqrs@domain.co.uk,"Liverpool, UK",107.189.8.56,High amount,80,Investigating
AL4442,KL789,xxxx-xxxx-xxxx-7890,10/2029,FUH641,Online,1.23,SSE,tuvwxyza@example.com,"Lagos, Nigeria",104.135.196.55,Foreign location,10,Fraud Detected
AL4443,MN012,xxxx-xxxx-xxxx-0123,05/2031,LUF856,Subscription,0,National Express,bcdefghijk@test.org,"London, UK",104.248.169.251,Suspicious zero amount attempt,91,Escalated
AL4444,OP345,xxxx-xxxx-xxxx-3456,12/2023,KJA155,Telephone,567.89,Go-Ahead Group,lmnopqrstu@mail.net,"Edinburgh, UK",134.238.184.178,Compromised card,52,Investigating
AL4445,QR678,xxxx-xxxx-xxxx-6789,07/2029,EGZ373,In store,16000,Stagecoach Group,vwxyzabcdef@web.info,"Bristol, UK",136.226.102.90,High amount,86,Resolved
AL4446,ST901,xxxx-xxxx-xxxx-9012,01/2033,GTT431,POS,9.87,FirstGroup,ghijklmnopqrst@domain.co.uk,"Rome, Italy",185.220.100.240,Low value foreign,12,Fraud Detected
AL4447,UV234,xxxx-xxxx-xxxx-2345,08/2027,ZMB707,ATM,0,SSP Group,uvwxyzabcdefg@example.com,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,93,Escalated
AL4448,WX567,xxxx-xxxx-xxxx-5678,03/2030,RGP418,Wallet,234.56,Mitchells & Butlers,hijklmnopqrs@test.org,"Birmingham, UK",192.42.116.198,Abnormal spending pattern,61,Under Review
AL4449,YZ890,xxxx-xxxx-xxxx-8901,10/2029,GVZ478,Online,18000,Domino's Pizza Group,tuvwxyza@mail.net,"Nottingham, UK",72.217.36.105,High amount,87,Action Required
AL4450,AB111,xxxx-xxxx-xxxx-1111,05/2031,GSY129,Subscription,1.23,Just Eat Takeaway,bcdefghijk@web.info,"Sydney, Australia",107.189.8.56,Foreign IP,11,Fraud Detected
AL4451,CD222,xxxx-xxxx-xxxx-2222,12/2023,KPY981,Telephone,0,Deliveroo,lmnopqrstu@domain.co.uk,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,98,Escalated
AL4452,EF333,xxxx-xxxx-xxxx-3333,07/2029,OQV533,In store,567.89,Ocado Group,vwxyzabcdef@example.com,"Coventry, UK",104.248.169.251,No shopping history,40,Closed
AL4453,GH444,xxxx-xxxx-xxxx-4444,01/2033,MUH011,POS,19000,ASOS,ghijklmnopqrst@test.org,"Liverpool, UK",134.238.184.178,High amount,84,Action Required
AL4454,IJ555,xxxx-xxxx-xxxx-5555,08/2027,BGC965,ATM,9.87,Boohoo Group,uvwxyzabcdefg@mail.net,"Rome, Italy",136.226.102.90,Low value foreign,15,Fraud Detected
AL4455,KL666,xxxx-xxxx-xxxx-6666,03/2030,NRS912,Wallet,0,Hargreaves Lansdown,hijklmnopqrs@web.info,"London, UK",185.220.100.240,Suspicious zero amount attempt,90,Escalated
AL4456,MN777,xxxx-xxxx-xxxx-7777,10/2029,BOU607,Online,234.56,Abrdn,tuvwxyza@domain.co.uk,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,65,Investigating
AL4457,OP888,xxxx-xxxx-xxxx-8888,05/2031,VIG617,Subscription,14000,M&G Plc,bcdefghijk@example.com,"Bristol, UK",192.42.116.198,High amount,89,Action Required
AL4458,QR999,xxxx-xxxx-xxxx-9999,12/2023,JKQ472,Telephone,1.23,Phoenix Group Holdings,lmnopqrstu@test.org,"Milan, Italy",72.217.36.105,Foreign location,10,Fraud Detected
AL4459,ST000,xxxx-xxxx-xxxx-0000,07/2029,JZI416,In store,0,Intermediate Capital Group,vwxyzabcdef@mail.net,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,96,Escalated
AL4460,UV121,xxxx-xxxx-xxxx-1212,01/2033,WJM470,POS,567.89,Schroders,ghijklmnopqrst@web.info,"Birmingham, UK",104.135.196.55,Compromised card,51,Investigating
AL4461,WX343,xxxx-xxxx-xxxx-3434,08/2027,ZIY570,ATM,16000,F&C Investment Trust,uvwxyzabcdefg@domain.co.uk,"Nottingham, UK",104.248.169.251,High amount,86,Resolved
AL4462,YZ565,xxxx-xxxx-xxxx-5656,03/2030,LJD510,Wallet,9.87,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Rome, Italy",134.238.184.178,Low value foreign,12,Fraud Detected
AL4463,AB787,xxxx-xxxx-xxxx-7878,10/2029,SQP949,Online,0,Alliance Trust,tuvwxyza@test.org,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,93,Escalated
AL4464,CD909,xxxx-xxxx-xxxx-9090,05/2031,JEG884,Subscription,234.56,Tesco,bcdefghijk@mail.net,"Coventry, UK",185.220.100.240,Abnormal spending pattern,61,Under Review
AL4465,EF131,xxxx-xxxx-xxxx-1313,12/2023,KPX335,Telephone,18000,Sainsbury's,lmnopqrstu@web.info,"Liverpool, UK",185.220.101.7,High amount,87,Action Required
AL4466,GH353,xxxx-xxxx-xxxx-3535,07/2029,VXT589,In store,1.23,Barclays,vwxyzabcdef@domain.co.uk,"Sydney, Australia",192.42.116.198,Foreign IP,11,Fraud Detected
AL4467,IJ575,xxxx-xxxx-xxxx-5757,01/2033,PQT484,POS,0,Lloyds Bank,ghijklmnopqrst@example.com,"London, UK",72.217.36.105,Suspicious zero amount attempt,97,Escalated
AL4468,KL797,xxxx-xxxx-xxxx-7979,08/2027,WAO555,ATM,567.89,HSBC,uvwxyzabcdefg@test.org,"Edinburgh, UK",107.189.8.56,No shopping history,44,Closed
AL4469,MN919,xxxx-xxxx-xxxx-9191,03/2030,OTZ613,Wallet,19000,BT Group,hijklmnopqrs@mail.net,"Bristol, UK",104.135.196.55,High amount,84,Action Required
AL4470,OP101,xxxx-xxxx-xxxx-1010,10/2029,LKQ724,Online,9.87,Vodafone,tuvwxyza@web.info,"Rome, Italy",104.248.169.251,Low value foreign,15,Fraud Detected
AL4471,QR323,xxxx-xxxx-xxxx-3232,05/2031,WML464,Subscription,0,BP,bcdefghijk@domain.co.uk,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,90,Escalated
AL4472,ST545,xxxx-xxxx-xxxx-5454,12/2023,CKD498,Telephone,234.56,Shell,lmnopqrstu@example.com,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,62,Investigating
AL4473,UV767,xxxx-xxxx-xxxx-7676,07/2029,IHY488,In store,14000,Unilever,vwxyzabcdef@test.org,"Nottingham, UK",185.220.100.240,High amount,85,Resolved
AL4474,WX989,xxxx-xxxx-xxxx-9898,01/2033,OXT829,POS,1.23,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Lagos, Nigeria",185.220.101.7,Foreign location,10,Fraud Detected
AL4475,YZ000,xxxx-xxxx-xxxx-0000,08/2027,VYO991,ATM,0,AstraZeneca,uvwxyzabcdefg@web.info,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,96,Escalated
AL4476,AB222,xxxx-xxxx-xxxx-2222,03/2030,OKW383,Wallet,567.89,Rio Tinto,hijklmnopqrs@domain.co.uk,"Coventry, UK",72.217.36.105,Compromised card,53,Under Review
AL4477,CD444,xxxx-xxxx-xxxx-4444,10/2029,EFZ876,Online,16000,BHP Group,tuvwxyza@example.com,"Liverpool, UK",107.189.8.56,High amount,81,Investigating
AL4478,EF666,xxxx-xxxx-xxxx-6666,05/2031,JJU767,Subscription,9.87,Diageo,bcdefghijk@test.org,"Rome, Italy",104.135.196.55,Low value foreign,12,Fraud Detected
AL4479,GH888,xxxx-xxxx-xxxx-8888,12/2023,JTN846,Telephone,0,Reckitt Benckiser,lmnopqrstu@mail.net,"London, UK",104.248.169.251,Suspicious zero amount attempt,93,Escalated
AL4480,IJ000,xxxx-xxxx-xxxx-0000,07/2029,CFN706,In store,234.56,London Stock Exchange,vwxyzabcdef@web.info,"Edinburgh, UK",134.238.184.178,No shopping history,39,Cleared
AL4481,KL111,xxxx-xxxx-xxxx-1111,01/2033,OSJ233,POS,18000,National Grid,ghijklmnopqrst@domain.co.uk,"Bristol, UK",136.226.102.90,High amount,88,Resolved
AL4482,MN222,xxxx-xxxx-xxxx-2222,08/2027,PSN627,ATM,1.23,Severn Trent,uvwxyzabcdefg@example.com,"Sydney, Australia",185.220.100.240,Foreign IP,11,Fraud Detected
AL4483,OP333,xxxx-xxxx-xxxx-3333,03/2030,CKW789,Wallet,0,United Utilities,hijklmnopqrs@test.org,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,97,Escalated
AL4484,QR444,xxxx-xxxx-xxxx-4444,10/2029,TSM424,Online,567.89,Rolls-Royce,tuvwxyza@mail.net,"Birmingham, UK",192.42.116.198,Abnormal spending pattern,64,Investigating
AL4485,ST555,xxxx-xxxx-xxxx-5555,05/2031,JQI396,Subscription,19000,BAE Systems,bcdefghijk@web.info,"Nottingham, UK",72.217.36.105,High amount,84,Action Required
AL4486,UV767,xxxx-xxxx-xxxx-7676,12/2023,FGV481,Telephone,9.87,ITV,lmnopqrstu@domain.co.uk,"Rome, Italy",107.189.8.56,Low value foreign,15,Fraud Detected
AL4487,WX989,xxxx-xxxx-xxxx-9898,07/2029,VAP882,In store,0,BBC Studios,vwxyzabcdef@example.com,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
